iers_name,source_id
0256-005,5188132477079990528
0838+456,917482740449719936
0100-270,5034361176027108352
1157+014,3891438664522632704
1954-388,6690800285363498112
2058-425,6581185229545444864
1632+321,1324700272095613568
1111+149,3969942106822633216
0815-094,5752609858311288832
1206+416,1537003700991469696
1150+497,787795687553996416
2232-488,6517562951276126848
1557+565,1621714848503992832
2331+073,2757607082659393536
0411-063,3196409601937332864
0748+126,3152033381360187776
0728-054,3055568484616352256
1335+023,3711694244529293440
2031+216,1818540142979855488
0325+395,235286795331685632
0802+115,3147918935832394880
0153+744,558920831719864704
1901+319,2043550082305460480
0821+411,914731517543411072
0202-172,5144596631278605568
1127+078,3910744061481137024
0812+020,3089999759954211200
1714+231,4568505383604828928
0906+087,590367822048665472
0226-038,2490102981727544576
2023+760,2290186964363668352
1255-316,6183506579746699136
2215+006,2679204069578712064
0908+201,636726706904197120
1959+437,2076046217187104384
1104-445,5387108970354801152
1022+237,725652454284817152
2227-399,6593709182380685696
1405-287,6173294895567213696
2228-146,2597831795282426752
0104-035,2531469667181305088
0252-549,4740722641479899904
0056-001,2536478427977546752
1848+283,4538495725559294208
1441+252,1267075864114885632
0138-097,2465161148862568960
0132-389,5008895902611667968
0520-165,2982412199282526720
0105-008,2533189406446157952
1323+037,3713009707112441088
0059+581,425704857595637120
0702+612,1098957443852434048
2101-490,6479651648615693184
1157-215,3494237305850220800
0438+785,553218347803410432
1100+122,3871593304274096896
1040+123,3872348149071098880
2149-307,6616982300192948608
2107+353,1868050125092374784
1119+183,3977034334778479744
1415+463,1505300657594707712
0135-247,5038630506661561472
1611+343,1328936312439763072
1213+097,3905509664579344000
1414+129,1226730350085618176
0804-055,3067211522477495168
2206+178,1776336763537000576
1413+487,1508014351074848000
1830+285,4587243260767814912
0106+678,532556192152119168
0833+416,911966692476309248
0507+179,3395133340676343552
1605+542,1428903664822965248
1019+309,741918702320562560
1348+237,1251787258010104320
0828+065,595673859006271104
0451-282,4880113438545538048
1633+382,1331488308992280576
0854-108,5737325791987220480
1753-418,5956749344653379328
1542+328,1370406077108780800
1724+322,4600394347544921088
1150+095,3912043576850323840
1211+334,4016498384080131840
1020+400,756029731472171648
1640-231,6047998398757215232
0213-013,2494670353029175936
1039-474,5366065859688764160
0613-312,2896018382368707328
1332+031,3711984073217546624
0258-170,5153060465631001600
1005+066,3873534698211216896
0255+288,116976599699710592
2345-167,2418459250738154752
0807+103,3146804894332818688
0836+182,659428392203602176
1846+326,2090569112216726656
2059+034,1731311143904413312
1242+574,1577558397108187136
1746+197,4552589574835929472
0514-459,4798486176336060032
0237+040,2503912229297052800
1015-214,5667801880761400448
2227-088,2621231837967917568
0821+621,1090097613517088256
1317-005,3686634557761443712
0410+110,3303970215981157120
1123-356,5398117761806465664
1328-263,6189689885247890048
0656+082,3157193904827489408
1123+002,3797848883305320192
0820+225,676375886481155968
1806-458,6719847836398586240
0918+140,594418800842356352
0112-245,5040922404290230656
1046-409,5391831815173439744
0145+386,343640745670951296
0610-436,5568493200265890560
1228-352,6157795183229746944
1539-164,6261403370806077696
1509+022,4420259158541987456
1144-379,3463339929597928576
1238+702,1682935381059775360
2144-362,6587943304749488768
2325+293,2869659927553602816
1518+162,1207364033310883712
0131-522,4916193087977307648
0034+393,368693152469045248
0419-068,3199098045306661376
1601+112,4456721678539865728
0133+476,399265111935819392
2254+074,2712232853416646912
2000-330,6747142216109250048
2012-017,4223922596989141632
1800+440,2114376184658724864
2135+347,1950712371336714752
0110-668,4704887599025497216
0939-077,3819466862455671808
0015-054,2443880135666727296
0046-315,5007643215270000384
1124-186,3546074709254777984
1145+268,4005892426199208960
0814+425,915854741686376576
0752+258,873867725517743616
0803+514,935427384394973184
1300+485,1555073654907269120
1205-008,3697824180222657792
1210+197,3950585174551228032
0202+319,301663938637889664
1720+250,4570295384237538432
0917+449,818697217035606272
0552+398,3458177821288511360
0913+786,1131863421689552512
1921-293,6758696945147732352
0047-579,4907588584855702272
2052-474,6481716565812965248
0637-128,2953251299789106688
1250+293,1464087800688898816
0642-349,5582292724030402304
0229+131,74877325967391872
1040-414,5391750760550516992
0231+045,2516046851938289280
1533+487,1402016555370377088
2325+152,2814403042987077760
0850+581,1037414097258022272
0148-177,5141378051506822016
1951+498,2087285455099845248
2015-113,6881088532237883904
1508-325,6207463460648509568
1811+062,4471778700018696832
1333+459,1551544394375704064
2300+386,1929810071171721600
0523-236,2958430892905846912
0858-279,5647953668656693120
0808+019,3090641393709838464
0107-045,2483030068239767424
0218-133,5150434488266469248
1853-179,4086896166563627648
1758+388,4611125301857579776
1215-002,3698084253378673024
0256+075,8527129285880704
0740+828,1148652032236812032
1926+611,2240084345492743040
0123-226,5043068650987248000
1823+568,2151322077453975936
0403-179,5096316182350842752
1058+629,1054499030484297728
0150-334,5017548676869664128
1030+611,1048060496550812416
0002-170,2414919854088816640
0538+498,214160985073379840
0539-543,4768409993534612992
0151+081,2568966522676999680
1656+477,1408229483262203776
1320+394,1476549317585085312
1339+274,1451654969878861824
1502+106,1168109166096372736
0106+013,2538237264329224576
1109+076,3818181121045403008
0035+121,2775838462917032064
1546+027,4423448219003043968
1221+464,1544889565889201664
1413+373,1484166360482048640
0234+285,128214944269183232
1700+320,1310484269646556416
1633+186,4563281088463799040
1015+359,753415535202884352
1613-586,5834978539316077056
1105-680,5237847999155608832
1210+134,3920556618643973760
1416+159,1231930627769287808
0229+200,86621076520103680
0644+491,990901014487303168
1237-101,3578701750439351296
0224+498,451521051315373056
1013+596,1048238553010783360
1739+522,1368492853860935552
0833+585,1034627148815879424
2157+213,1782404384094881408
2215-508,6511358712103173504
1834+612,2159528419925680512
1942-313,6751101312664046848
2144-065,2667978949213003648
2022+171,1815021156016209024
1917+495,2132637943222806784
0509+406,188991136689395456
0908-052,5758355772934031744
1219+044,3701924057219570688
1145-071,3589359114785552384
1511-100,6319019562508305664
0502+049,3239036598297420032
1307+562,1564770492760471936
0446-096,3184832942791587584
1055-248,3536561734651545600
0405-385,4845316640008870784
0116-219,2353145515564891008
1446-111,6325411470277162752
0100-760,4684457062370970752
1531+722,1696149311802568960
1016-311,5460943031585133056
1526+670,1644786863061748224
2142+110,1765863129302755200
0802+596,1083617156404622464
1442+101,1174584976051272320
1256-229,3498982351358009600
1659-621,5817514613816457984
1421+122,1225717661221577344
2235+071,2709732387881230080
2245-128,2604263178095912192
2022-077,6906252608186394112
0550-453,4801702385286000384
1741+597,1435242078774779392
2356+196,2846348636073398144
1543+517,1404404140574664960
1043+066,3865287394635288320
0355-079,3195205877223249024
0534-340,2900665090305816064
1336-237,6191976422757560064
2036-109,6901441110943467776
0700-007,3112585687298637056
1039+811,1133938475009700864
1454-060,6334052326001458816
1108+527,842338370597150208
1213-172,3520774701885649664
1343+386,1496638288377862912
0532+506,215157215624215552
1356+022,3664310653491357696
0746+110,3150660224479442688
0332-403,4850050557258905600
1216+179,3946753131714484992
0325+005,3264516749479380480
0502+041,3238562403846092288
2254+024,2655881675606766208
0912-330,5630916912081851776
1032+354,751087113172272640
1335+552,1562088440304610688
0912-273,5637689280933827072
0718+374,898154593048970752
0700-197,2932521687378325376
1348+087,3722008488231607168
1402-144,6301453077547958656
1606-219,6242914322571937408
1322-078,3631039672152609024
0206-625,4713172728378357632
0309+360,139087533719190912
1851+609,2156691374985511168
1241+166,3934402111441614208
1726-038,4363587438736093312
0025+449,388785524876173440
0826+180,662196275288503424
0042-373,5001107232822340864
1129-580,5336655023157701760
1807+279,4589262612651015040
1229+645,1679936845347969920
1239+606,1579976218883369088
0537+558,268159826475593600
0512-205,2963247058774947840
1656+348,1338723374678379904
1354+247,1257953933398500992
0450-743,4652367368842697984
1313-333,6167533970034510336
0503-163,2985937959412521472
0431-512,4781361729409854464
0357+057,3273735231061811328
2320-035,2634444463040334848
1933-400,6689916759051773312
0112-017,2533580660787554432
1415+172,1232685472565226880
1047+048,3858053574492795392
0749+426,925532432579965184
1119-252,3534235816585673984
0834+250,702569208388453120
0145+210,97994832819118976
1830+074,4478853881247015040
2335+148,2819309544906466176
0930+289,696230347758665088
1334-127,3607230061386572800
1437-153,6286714570854483328
1316-120,3609614932171317248
1352+757,1712312235810163456
0228-163,5133524274309051136
0722+145,3166823187142645504
0049+437,375949070218527744
2314-340,6555259496980444288
0244-128,5158824547965034112
1228+045,3707731883797124096
1851+331,2090505959019996928
0650+371,941025139827573888
0027-426,4992764447828973184
0916+864,1150948744525400576
1823-455,6709338287632686848
2002-185,6867641195791700864
1509+054,1156916309524509184
0253-218,5079206334017654016
1738+451,1350296559192483712
2312-319,6556811560722517632
0514+109,3386948262585039616
0006+061,2742639774468057984
1725+044,4389621743778706688
1048+470,831248215284897152
1115-306,5404019901567577472
2050+226,1839116815899951104
0326+277,118127955875949312
0815-294,5644550199131239296
0847+807,1144422245364651136
0633+734,1113489409862649472
0329-255,5084981591859183360
2319+272,2844831928501379968
1418-198,6283710395849319552
1013-196,5669054602461765632
2204-540,6509290397587697920
0201+365,330569201683212288
0110+318,313646347637687168
2356-069,2442719699927398912
1021-006,3830889207719998080
1954+513,2088894624726289152
1657+265,1306648971227632128
1910-451,6664566689541687808
1600+244,1218907045681098496
1621+078,4439878461775172864
1419+469,1506800597613715968
0948+658,1066310912103182464
0724+571,989396328529597440
1730+604,1435853609102280960
1549+089,4455227717118218624
0855-196,5704522408033315328
0709-387,5565072039775498112
1247+166,3934540134510454272
0113-118,2468810737193128960
0949+510,827688507731396864
1737+222,4556346262474339456
0244-470,4753304048094632192
1937+381,2052105137460077568
1144+402,768184901236813952
0212-039,2492878046000294528
1730-130,4161709720849689600
0440-285,4879331647122068992
1115-122,3565258094782022400
2152+172,1778999162223490560
0007+439,386233558388737664
2310+385,1917608580182461312
1033+223,721371333963078400
0615+820,1143262501116088704
1607+563,1621554319805902208
2357-326,2314315845817748992
1610-771,5780473991219814400
1052+023,3808664298152805632
0953+254,643509555481026176
0645+858,1150537900837381504
1935-179,6870087265566328064
0621+446,959258512949818368
0136-231,5039368867375186560
2117-614,6451878367151809280
0919-260,5638071533023389440
1245-235,3501692849383042304
1229-099,3578610804507702656
0130-171,2450908553293447040
0820+560,1033963142574790400
1028+605,1048009609777940608
1753+204,4551989688164934272
0516-621,4760519073459445376
0755+117,3150943451804608128
2254-204,2399370182691840768
1958-179,6867840791514236288
1034-293,5455443205702381056
0122-345,5013632044652560384
1641+399,1355746700891999360
1408+008,3660209891731723392
1204+399,4034026523571846144
1158+007,3891151962569283840
0409+229,52907090779778048
0159+839,572851777185141504
1236+077,3710288828150350336
2348+021,2739682573522492928
0421+023,3280076179042032896
1720+282,4598476245213786496
0723-008,3062271725972256640
2351-006,2642049651827123968
1038+529,849141633152787840
2346+052,2744495750095600256
0752-116,3036395235209084928
1226+373,1519773082473787648
0745+241,867556219535644032
0205-391,4964391206676167040
1534-152,6264764509134076416
0038-020,2530369193481132032
1255+327,1467353006626702080
2318+049,2660953688385954176
2251+244,2843278073758769280
0123+257,295350607295092480
1707+779,1705914349447156480
0416-216,5091349276011791104
0705+350,891628098184817536
1501+043,1156377510171956992
1101-536,5347298330073755392
1657-261,4112096041051619840
1716+686,1638219033432539520
0847-120,5736813625727369728
0217+324,324961211345126656
0718-154,3031175303762706560
0749+540,984713199268130560
1247+022,3702633414018289920
0125+487,400364245606845056
0614-219,2937707533968098560
1825+266,4585313407402860544
1004-125,3765463116201979904
2122-238,6827611933090362624
2321-164,2407457988362629248
1510-319,6210509515876968576
1040+244,723314686405147776
0733+261,869012041649994240
2355-106,2422872351110808192
2032+107,1754494969348198912
0806+573,1033574194632609152
1215+333,4016517694252851072
0628-133,2951859592946099968
0726-132,3033500324177902208
1500+045,1156583599882767616
0043+246,2808006187415985024
0130-083,2477246877595771520
0320+045,3275614360856380544
0133-204,5139767812432243712
0828+493,1026948258389980800
1705+717,1651786564538256896
0047-051,2525533408199344512
1741-038,4176506462983010176
1315+346,1473023664831604608
1924+507,2136137237759422336
0246+061,6631188986915584
2214+350,1906302920589984768
0907+258,688614992786224256
2149+069,2700702923516515712
1603+573,1621856170106946944
0742+333,882027231369637632
1450-251,6229121224079009920
2053-044,6914052818552385024
1421+048,3669465679397926784
2200-238,6812798208633959296
0225-306,5067040860627248128
1656+571,1433579647257438336
1346-113,3613290878716556160
0309+411,239557234070534016
0723+679,1108100948190241408
0909+445,817328943534609152
0149+335,305795864679523968
0933+503,826261174136228352
0142-278,5025185781556457216
0946+006,3834183241477199616
1246+285,3962030055509187840
0122+278,296595258753046912
1847-259,4073881243104590336
0932+197,633685453446701952
0812-252,5694695316701236608
1130+008,3797575723385453184
1640+254,1301040602932586240
1431-115,6324445965924137728
0945+408,801336924865881728
0110+495,403495100669336960
1622-297,6037878356299151488
1240+381,1520476765619787648
0307-362,5047563905494891008
2010+723,2275785350608146816
0905+420,816476963757876224
0015+145,2768462977572770816
0925+449,818285037614096256
1438+501,1603851499699956096
2017+745,2288533122780209920
0805+046,3094853068703252736
0221+067,2520507570612128000
1717-229,4114615984247824000
0907+022,3843786101156426496
0751+393,919710144849497856
2346+385,2881555887452867200
1420+326,1477906497191476864
2350-280,2334094445093734016
0810+563,1033258531715527808
2238+410,1932580148982390656
2332-531,6498494322978336640
1935-692,6420654642107297664
1100+305,733542034329053568
2153-008,2680099037684331648
0711+356,897561062927548160
0122+470,399776002588855424
1303+557,1564742897595918976
0223+113,24740523453770368
1851-157,4100868794700193664
1819+159,4522056476235032320
1826+670,2257367190812777216
0859-068,5756544220153350272
2043+156,1762984741005293952
2354-117,2422466528241023744
1006-093,3768759688284840192
2320+079,2761014228675529088
2314-409,6548396624572789888
1218+339,4016750687638611584
2358-161,2415835442333250688
0850+284,692978267242160256
1104+728,1075626249491708672
0805-077,3063651333889352576
2138-377,6586254837143611776
1353-171,6294446169117253760
0747+194,671780954369049216
1400+162,1231616201802111744
0644-390,5576324162596760704
1542+042,4424680634098888576
0729+146,3165273180688912512
0801+103,3147511257537134080
2344+429,1922470311363163392
1322+579,1565968822996902144
0524-485,4797192871487056384
1236-381,6153483345303311872
0425+174,3314165093952083328
1101+077,3866355986793634560
1402-012,3659291726507783808
0016+731,537742721644001920
0900-171,5729430400850327552
1023+747,1126515878168265984
0104-275,5034088011810949120
0707+424,949627267829667200
1415+385,1484801049272366464
2214+241,1879280773069343488
0047+023,2550041659820342144
0308-611,4723258896432809472
1424-328,6216445680372646784
0335-364,4860231034203041920
0607-157,2992979158862085376
1502+291,1269662048607160192
1623+569,1431307162881162240
2048+196,1813670685155346432
0855-716,5221999874758301696
1442-245,6229776777822831232
1118-056,3785652447495205888
1044+719,1077064518075429120
0859+681,1117118691587459200
1053+815,1133969841154436224
1619+491,1423199982613739264
1621-321,6025165665422005120
1256+802,1718504719657313536
1550-242,6236613403690949120
1557-053,4398404230341309824
0153+389,343334153725362176
1354-107,3613752600585241216
2131-021,2686427654815559808
0007+757,539763349137161856
2127-096,6894137192639079680
1345+289,1452221385870468864
1435-218,6278951984402695424
1015+594,1048222433997255936
0533+446,197338835126132480
0035+238,2806404443786988416
0823+033,3091832813346831616
0608-187,2942624859204370432
1150+812,1130399211502927744
2047+039,1734351568432483200
2123-463,6575525901462991232
1706+338,1334717849520031232
1733-565,5919516002591957888
1559+140,1191872288137163008
0124-086,2477366960586036736
1722+526,1415954544584533760
0821+394,914304769593032448
1824-582,6635947329584544896
0011+189,2797600581168992256
1333-186,6293132110987387520
2332-017,2641090534089403520
1459+480,1587500731002912000
1523-042,4401545745515559936
1307+121,3736659789909090304
2322+396,1923168368105252992
0959+105,3878690819334776192
2203-188,6825309517086779392
1536+057,4428135441368487040
1204+281,4006985649995293440
2311-373,6550256203678465920
1657+022,4385031626327045120
2121-199,6831141429839512448
0830+160,657910099788012416
1742+724,1651475334029303040
1308+328,1466783219085358592
2013+527,2184589588457655680
1248-170,3522497297303788160
2242+257,1877639305288747520
0727+409,900620282233081856
0249+171,35305661965864576
1744+260,4582191588951485696
0804+140,653676705144499712
2044-027,4225116834116592384
0844+387,910472868490781696
0432-606,4677913520779595008
2223-052,2626374700527307136
1128+385,766865586071262336
1346-109,3613876506097188224
1014+615,1051642331772694656
0359-151,5110004689800345600
2226-081,2621591721867702784
1606+106,4456428963632246528
1716-142,4138030256157645312
0003+380,2880735415555982976
0302-623,4721627251240649600
1030+415,780534336666819200
1315-058,3634542200802743808
2314+038,2659277212327218944
1627+476,1410159809068172416
2215+150,2735497999769122944
0902-256,5649394578643147136
1147+067,3897770163575527424
0404+075,3298357282138391808
0055-059,2524536799691927936
0643+548,994020294616746496
1705+018,4387723814907950464
0234-301,5067305323237642112
0518+165,3394144669269567232
1738+197,4552407979322076544
2034-248,6806439595451164032
1148-171,3568264292716951040
0206-689,4694525217329726464
0654+033,3127866386366478208
0157+808,568950057094408704
0149+218,98517757972814592
0446-212,2973992482834664704
1059-438,5387388796059187584
2239+096,2717373379513991936
0618-252,2900269163040999424
1514+197,1212454291110896384
1522+155,1207124816516833792
0214-330,4970651069970499072
1647+065,4440966428532133760
0718+042,3139289728062166784
0355-669,4669236900862626816
1641-179,4131738751842166656
0929+533,1019756906884000768
2144+092,2726164760957141248
0010+463,392186417419223808
1600-099,4346599056371273472
0728+281,873199321231135360
2300+345,1914484111734146304
0952-185,5671807985737091456
0608-230,2913707703392091520
2243+047,2705415808309337344
1846+322,2090523791720684672
1537-082,4395887791821842048
1404+347,1481944178762850688
0150-299,5023773768107995904
0917+624,1040014407897208448
0454+066,3288291317608309376
1615+364,1330340968607809152
2354-021,2449112333546935040
2145+082,2701845011154957312
0819+408,914642525821004288
0026+048,2555105250168381440
1535+231,1220631698388572288
